student_id,year_level,semester,course_code,course_name,category,grade
S0018,Sophomore,Fall_2022,HUM070,Classical Mythology,Humanities,3.0
S0018,Sophomore,Spring_2023,HUM060,Religious Studies,Humanities,2.7
S0018,Sophomore,Spring_2023,HUM100,Linguistics,Humanities,2.7
S0018,Sophomore,Spring_2023,HUM020,Creative Writing,Humanities,3.0
S0018,Sophomore,Spring_2023,HUM050,Ethics,Humanities,2.7
S0018,Sophomore,Fall_2023,HUM040,Philosophy,Humanities,2.7
S0018,Sophomore,Fall_2023,ART080,Theater Performance,Arts,2.7
S0018,Sophomore,Fall_2023,SCI030,Electromagnetism,Sciences,2.7
S0018,Sophomore,Fall_2023,ART030,Sculpture,Arts,3.0
S0019,Graduated,Fall_2022,CS080,Computer Networks,CS,3.3
S0019,Graduated,Fall_2022,CS100,Theory of Computation,CS,2.7
S0019,Graduated,Fall_2022,SCI090,Ecology,Sciences,3.0
S0019,Graduated,Fall_2022,ART070,Film Studies,Arts,2.7
S0019,Graduated,Spring_2023,CS100,Theory of Computation,CS,2.3
S0019,Graduated,Spring_2023,CS080,Computer Networks,CS,3.3
S0019,Graduated,Spring_2023,CS050,Operating Systems,CS,3.3
S0019,Graduated,Spring_2023,HUM080,American Literature,Humanities,3.3
S0019,Graduated,Fall_2023,CS050,Operating Systems,CS,3.7
S0019,Graduated,Fall_2023,CS020,Data Structures,CS,2.3
S0019,Graduated,Fall_2023,HUM030,World History,Humanities,3.0
S0019,Graduated,Fall_2023,CS100,Theory of Computation,CS,3.3
S0019,Graduated,Spring_2024,SOC020,Macroeconomics,SocialSciences,3.0
S0019,Graduated,Spring_2024,CS100,Theory of Computation,CS,3.7
S0019,Graduated,Spring_2024,CS030,Algorithms,CS,3.7
S0019,Graduated,Spring_2024,SCI090,Ecology,Sciences,3.0
S0019,Graduated,Fall_2024,MATH020,Calculus II,Math,3.7
S0019,Graduated,Fall_2024,CS080,Computer Networks,CS,2.7
S0019,Graduated,Fall_2024,HUM040,Philosophy,Humanities,4.0
S0019,Graduated,Fall_2024,MATH010,Calculus I,Math,2.7
S0019,Graduated,Spring_2025,CS040,Computer Systems,CS,3.3
S0019,Graduated,Spring_2025,SOC020,Macroeconomics,SocialSciences,3.0
S0019,Graduated,Spring_2025,CS060,Databases,CS,3.7
S0019,Graduated,Spring_2025,CS070,Machine Learning,CS,3.0
S0019,Graduated,Fall_2025,SCI020,Mechanics,Sciences,2.7
S0019,Graduated,Fall_2025,CS030,Algorithms,CS,3.0
S0019,Graduated,Fall_2025,MATH100,Abstract Algebra,Math,2.7
S0019,Graduated,Fall_2025,SOC050,Sociology,SocialSciences,3.0
S0019,Graduated,Spring_2026,SOC020,Macroeconomics,SocialSciences,3.0
S0019,Graduated,Spring_2026,ART030,Sculpture,Arts,3.3
S0019,Graduated,Spring_2026,CS090,Software Engineering,CS,3.0
S0019,Graduated,Spring_2026,CS070,Machine Learning,CS,3.0
S0020,Junior,Fall_2022,HUM030,World History,Humanities,3.3
S0020,Junior,Fall_2022,HUM050,Ethics,Humanities,3.7
S0020,Junior,Fall_2022,CS070,Machine Learning,CS,4.0
S0020,Junior,Fall_2022,ART070,Film Studies,Arts,3.3
S0020,Junior,Spring_2023,CS100,Theory of Computation,CS,3.0
S0020,Junior,Spring_2023,HUM100,Linguistics,Humanities,4.0
S0020,Junior,Spring_2023,MATH010,Calculus I,Math,3.3
S0020,Junior,Spring_2023,CS030,Algorithms,CS,4.0
S0020,Junior,Fall_2023,HUM080,American Literature,Humanities,4.0
S0020,Junior,Fall_2023,HUM040,Philosophy,Humanities,4.0
S0020,Junior,Fall_2023,MATH030,Linear Algebra,Math,3.3
S0020,Junior,Fall_2023,HUM100,Linguistics,Humanities,4.0
S0020,Junior,Spring_2024,MATH010,Calculus I,Math,3.7
S0020,Junior,Spring_2024,ART020,Painting,Arts,3.3
S0020,Junior,Spring_2024,ART060,Photography,Arts,4.0
S0020,Junior,Spring_2024,HUM080,American Literature,Humanities,4.0
S0020,Junior,Fall_2024,MATH090,Number Theory,Math,4.0
S0020,Junior,Fall_2024,HUM030,World History,Humanities,4.0
S0020,Junior,Fall_2024,HUM090,Modern Poetry,Humanities,4.0
S0020,Junior,Fall_2024,HUM070,Classical Mythology,Humanities,3.3
S0020,Junior,Spring_2025,SCI070,Cell Biology,Sciences,3.3
S0020,Junior,Spring_2025,HUM090,Modern Poetry,Humanities,4.0
S0020,Junior,Spring_2025,HUM070,Classical Mythology,Humanities,4.0
S0020,Junior,Spring_2025,SCI040,General Chemistry,Sciences,3.7
S0021,Freshman,Fall_2022,HUM010,English Literature,Humanities,3.3
S0021,Freshman,Fall_2022,CS090,Software Engineering,CS,3.0
S0021,Freshman,Fall_2022,SCI010,General Physics,Sciences,3.7
S0021,Freshman,Fall_2022,CS020,Data Structures,CS,2.3
S0021,Freshman,Spring_2023,CS080,Computer Networks,CS,2.7
S0021,Freshman,Spring_2023,MATH060,Statistics,Math,2.7
S0021,Freshman,Spring_2023,SCI010,General Physics,Sciences,3.0
S0021,Freshman,Spring_2023,SCI100,Astronomy,Sciences,3.3
S0022,Freshman,Fall_2022,MATH060,Statistics,Math,2.3
S0022,Freshman,Fall_2022,MATH090,Number Theory,Math,2.7
S0022,Freshman,Fall_2022,ART100,Graphic Design,Arts,3.3
S0022,Freshman,Fall_2022,ART020,Painting,Arts,2.7
S0022,Freshman,Spring_2023,HUM030,World History,Humanities,3.0
S0022,Freshman,Spring_2023,SCI050,Organic Chemistry,Sciences,3.0
S0022,Freshman,Spring_2023,CS030,Algorithms,CS,3.0
S0022,Freshman,Spring_2023,SCI040,General Chemistry,Sciences,2.3
S0023,Graduated,Fall_2022,CS090,Software Engineering,CS,2.7
S0023,Graduated,Fall_2022,ART090,Modern Dance,Arts,2.7
S0023,Graduated,Fall_2022,ART030,Sculpture,Arts,3.3
S0023,Graduated,Fall_2022,SOC040,Social Psychology,SocialSciences,2.7
S0023,Graduated,Spring_2023,ART080,Theater Performance,Arts,3.0
S0023,Graduated,Spring_2023,ART040,Music Theory,Arts,3.0
S0023,Graduated,Spring_2023,SCI010,General Physics,Sciences,3.7
S0023,Graduated,Spring_2023,HUM030,World History,Humanities,3.0
S0023,Graduated,Fall_2023,MATH090,Number Theory,Math,3.0
S0023,Graduated,Fall_2023,ART010,Drawing Fundamentals,Arts,3.0
S0023,Graduated,Fall_2023,SCI020,Mechanics,Sciences,3.3
S0023,Graduated,Fall_2023,ART060,Photography,Arts,2.3
S0023,Graduated,Spring_2024,ART030,Sculpture,Arts,3.3
S0023,Graduated,Spring_2024,ART080,Theater Performance,Arts,3.3
S0023,Graduated,Spring_2024,ART090,Modern Dance,Arts,3.0
S0023,Graduated,Spring_2024,ART020,Painting,Arts,2.7
S0023,Graduated,Fall_2024,SCI010,General Physics,Sciences,2.7
S0023,Graduated,Fall_2024,ART060,Photography,Arts,3.3
S0023,Graduated,Fall_2024,MATH100,Abstract Algebra,Math,3.0
S0023,Graduated,Fall_2024,ART070,Film Studies,Arts,2.7
S0023,Graduated,Spring_2025,HUM100,Linguistics,Humanities,3.3
S0023,Graduated,Spring_2025,MATH080,Differential Equations,Math,2.7
S0023,Graduated,Spring_2025,ART010,Drawing Fundamentals,Arts,3.0
S0023,Graduated,Spring_2025,CS050,Operating Systems,CS,2.7
S0023,Graduated,Fall_2025,ART010,Drawing Fundamentals,Arts,3.3
S0023,Graduated,Fall_2025,ART100,Graphic Design,Arts,3.3
S0023,Graduated,Fall_2025,SCI090,Ecology,Sciences,3.7
S0023,Graduated,Fall_2025,ART020,Painting,Arts,2.7
S0023,Graduated,Spring_2026,ART030,Sculpture,Arts,3.7
S0023,Graduated,Spring_2026,SCI040,General Chemistry,Sciences,2.7
S0023,Graduated,Spring_2026,ART020,Painting,Arts,3.3
S0023,Graduated,Spring_2026,HUM040,Philosophy,Humanities,3.3
S0024,Freshman,Fall_2022,ART090,Modern Dance,Arts,3.3
S0024,Freshman,Fall_2022,ART050,History of Art,Arts,2.7
S0024,Freshman,Fall_2022,MATH040,Discrete Math,Math,3.3
S0024,Freshman,Fall_2022,MATH090,Number Theory,Math,3.7
S0024,Freshman,Spring_2023,ART030,Sculpture,Arts,4.0
S0024,Freshman,Spring_2023,SCI090,Ecology,Sciences,3.7
S0024,Freshman,Spring_2023,ART020,Painting,Arts,3.7
S0024,Freshman,Spring_2023,ART050,History of Art,Arts,3.3
S0025,Sophomore,Fall_2022,SOC050,Sociology,SocialSciences,3.3
S0025,Sophomore,Fall_2022,ART010,Drawing Fundamentals,Arts,3.3
S0025,Sophomore,Fall_2022,ART040,Music Theory,Arts,3.3
S0025,Sophomore,Fall_2022,MATH060,Statistics,Math,2.7
S0025,Sophomore,Spring_2023,HUM060,Religious Studies,Humanities,3.0
S0025,Sophomore,Spring_2023,ART020,Painting,Arts,2.7
S0025,Sophomore,Spring_2023,ART070,Film Studies,Arts,3.3
S0025,Sophomore,Spring_2023,SOC070,Anthropology,SocialSciences,2.7
S0025,Sophomore,Fall_2023,ART060,Photography,Arts,3.7
S0025,Sophomore,Fall_2023,SCI090,Ecology,Sciences,3.0
S0025,Sophomore,Fall_2023,ART090,Modern Dance,Arts,3.0
S0025,Sophomore,Fall_2023,MATH020,Calculus II,Math,2.3
S0025,Sophomore,Spring_2024,HUM040,Philosophy,Humanities,3.3
S0025,Sophomore,Spring_2024,ART030,Sculpture,Arts,3.7
S0025,Sophomore,Spring_2024,ART040,Music Theory,Arts,3.0
S0025,Sophomore,Spring_2024,ART090,Modern Dance,Arts,3.0
S0026,Senior,Fall_2022,SCI050,Organic Chemistry,Sciences,4.0
S0026,Senior,Fall_2022,CS060,Databases,CS,4.0
S0026,Senior,Fall_2022,MATH010,Calculus I,Math,3.3
S0026,Senior,Fall_2022,HUM080,American Literature,Humanities,3.3
S0026,Senior,Spring_2023,HUM070,Classical Mythology,Humanities,3.7
S0026,Senior,Spring_2023,SCI010,General Physics,Sciences,3.3
S0026,Senior,Spring_2023,SCI100,Astronomy,Sciences,3.3
S0026,Senior,Spring_2023,SCI040,General Chemistry,Sciences,3.0
S0026,Senior,Fall_2023,MATH090,Number Theory,Math,3.3
S0026,Senior,Fall_2023,MATH100,Abstract Algebra,Math,3.0
S0026,Senior,Fall_2023,SCI070,Cell Biology,Sciences,3.0
S0026,Senior,Fall_2023,SCI020,Mechanics,Sciences,3.7
S0026,Senior,Spring_2024,SCI030,Electromagnetism,Sciences,3.7
S0026,Senior,Spring_2024,SCI060,Biochemistry,Sciences,3.7
S0026,Senior,Spring_2024,ART060,Photography,Arts,3.3
S0026,Senior,Spring_2024,SCI070,Cell Biology,Sciences,3.3
S0026,Senior,Fall_2024,SCI050,Organic Chemistry,Sciences,4.0
S0026,Senior,Fall_2024,SCI030,Electromagnetism,Sciences,3.3
S0026,Senior,Fall_2024,ART060,Photography,Arts,4.0
S0026,Senior,Fall_2024,MATH060,Statistics,Math,2.7
S0026,Senior,Spring_2025,MATH030,Linear Algebra,Math,3.0
S0026,Senior,Spring_2025,HUM020,Creative Writing,Humanities,3.7
S0026,Senior,Spring_2025,SCI100,Astronomy,Sciences,3.3
S0026,Senior,Spring_2025,SCI050,Organic Chemistry,Sciences,4.0
S0026,Senior,Fall_2025,SCI100,Astronomy,Sciences,3.0
S0026,Senior,Fall_2025,SCI010,General Physics,Sciences,3.3
S0026,Senior,Fall_2025,SOC020,Macroeconomics,SocialSciences,2.7
S0026,Senior,Fall_2025,MATH090,Number Theory,Math,4.0
S0027,Junior,Fall_2022,CS100,Theory of Computation,CS,2.3
S0027,Junior,Fall_2022,SCI040,General Chemistry,Sciences,3.0
S0027,Junior,Fall_2022,CS050,Operating Systems,CS,2.7
S0027,Junior,Fall_2022,CS080,Computer Networks,CS,3.3
S0027,Junior,Spring_2023,CS020,Data Structures,CS,2.7
S0027,Junior,Spring_2023,CS060,Databases,CS,2.7
S0027,Junior,Spring_2023,SCI040,General Chemistry,Sciences,2.7
S0027,Junior,Spring_2023,MATH030,Linear Algebra,Math,2.7
S0027,Junior,Fall_2023,ART020,Painting,Arts,3.0
S0027,Junior,Fall_2023,CS080,Computer Networks,CS,2.7
S0027,Junior,Fall_2023,CS090,Software Engineering,CS,3.3
S0027,Junior,Fall_2023,CS100,Theory of Computation,CS,2.3
S0027,Junior,Spring_2024,HUM030,World History,Humanities,2.7
S0027,Junior,Spring_2024,HUM050,Ethics,Humanities,2.7
S0027,Junior,Spring_2024,CS100,Theory of Computation,CS,3.3
S0027,Junior,Spring_2024,CS010,Intro to Programming,CS,3.7
S0027,Junior,Fall_2024,SOC070,Anthropology,SocialSciences,3.0
S0027,Junior,Fall_2024,SOC010,Microeconomics,SocialSciences,2.7
S0027,Junior,Fall_2024,CS080,Computer Networks,CS,2.7
S0027,Junior,Fall_2024,CS100,Theory of Computation,CS,2.7
S0027,Junior,Spring_2025,HUM100,Linguistics,Humanities,3.0
S0027,Junior,Spring_2025,SCI050,Organic Chemistry,Sciences,3.3
S0027,Junior,Spring_2025,CS040,Computer Systems,CS,3.3
S0027,Junior,Spring_2025,CS020,Data Structures,CS,2.7
S0028,Junior,Fall_2022,HUM100,Linguistics,Humanities,3.0
S0028,Junior,Fall_2022,ART060,Photography,Arts,3.3
S0028,Junior,Fall_2022,SOC070,Anthropology,SocialSciences,3.7
S0028,Junior,Fall_2022,HUM030,World History,Humanities,3.3
S0028,Junior,Spring_2023,HUM030,World History,Humanities,3.3
S0028,Junior,Spring_2023,HUM090,Modern Poetry,Humanities,3.0
S0028,Junior,Spring_2023,HUM060,Religious Studies,Humanities,3.3
S0028,Junior,Spring_2023,ART060,Photography,Arts,3.0
S0028,Junior,Fall_2023,HUM040,Philosophy,Humanities,3.3
S0028,Junior,Fall_2023,HUM050,Ethics,Humanities,3.7
S0028,Junior,Fall_2023,SOC060,Political Science,SocialSciences,3.7
S0028,Junior,Fall_2023,HUM080,American Literature,Humanities,3.3
S0028,Junior,Spring_2024,HUM020,Creative Writing,Humanities,3.7
S0028,Junior,Spring_2024,HUM050,Ethics,Humanities,3.0
S0028,Junior,Spring_2024,HUM070,Classical Mythology,Humanities,3.3
S0028,Junior,Spring_2024,SOC100,Behavioral Economics,SocialSciences,3.7
S0028,Junior,Fall_2024,HUM080,American Literature,Humanities,4.0
S0028,Junior,Fall_2024,SOC080,International Relations,SocialSciences,3.0
S0028,Junior,Fall_2024,HUM040,Philosophy,Humanities,4.0
S0028,Junior,Fall_2024,MATH080,Differential Equations,Math,3.7
S0029,Graduated,Fall_2022,SOC040,Social Psychology,SocialSciences,2.7
S0029,Graduated,Fall_2022,SOC070,Anthropology,SocialSciences,3.3
S0029,Graduated,Fall_2022,SOC080,International Relations,SocialSciences,3.0
S0029,Graduated,Fall_2022,SOC030,Intro Psychology,SocialSciences,3.3
S0029,Graduated,Spring_2023,ART070,Film Studies,Arts,2.7
S0029,Graduated,Spring_2023,SOC040,Social Psychology,SocialSciences,3.0
S0029,Graduated,Spring_2023,MATH090,Number Theory,Math,2.7
S0029,Graduated,Spring_2023,SOC010,Microeconomics,SocialSciences,2.7
S0029,Graduated,Fall_2023,ART100,Graphic Design,Arts,3.0
S0029,Graduated,Fall_2023,SOC030,Intro Psychology,SocialSciences,3.0
S0029,Graduated,Fall_2023,CS030,Algorithms,CS,2.7
S0029,Graduated,Fall_2023,SCI060,Biochemistry,Sciences,2.7
S0029,Graduated,Spring_2024,SOC010,Microeconomics,SocialSciences,2.3
S0029,Graduated,Spring_2024,SOC100,Behavioral Economics,SocialSciences,2.3
S0029,Graduated,Spring_2024,ART100,Graphic Design,Arts,3.3
S0029,Graduated,Spring_2024,MATH090,Number Theory,Math,2.3
S0029,Graduated,Fall_2024,SOC090,Public Policy,SocialSciences,3.0
S0029,Graduated,Fall_2024,SOC040,Social Psychology,SocialSciences,2.7
S0029,Graduated,Fall_2024,SCI020,Mechanics,Sciences,2.3
S0029,Graduated,Fall_2024,SOC080,International Relations,SocialSciences,3.3
S0029,Graduated,Spring_2025,SOC040,Social Psychology,SocialSciences,3.0
S0029,Graduated,Spring_2025,SOC070,Anthropology,SocialSciences,3.3
S0029,Graduated,Spring_2025,HUM030,World History,Humanities,3.0
S0029,Graduated,Spring_2025,MATH020,Calculus II,Math,2.7
S0029,Graduated,Fall_2025,SOC080,International Relations,SocialSciences,3.0
S0029,Graduated,Fall_2025,SCI020,Mechanics,Sciences,3.0
S0029,Graduated,Fall_2025,SOC100,Behavioral Economics,SocialSciences,2.7
S0029,Graduated,Fall_2025,SOC060,Political Science,SocialSciences,3.0
S0029,Graduated,Spring_2026,SOC090,Public Policy,SocialSciences,3.3
S0029,Graduated,Spring_2026,ART070,Film Studies,Arts,3.3
S0029,Graduated,Spring_2026,MATH100,Abstract Algebra,Math,2.3
S0029,Graduated,Spring_2026,SOC010,Microeconomics,SocialSciences,3.0
S0030,Sophomore,Fall_2022,HUM100,Linguistics,Humanities,3.3
S0030,Sophomore,Fall_2022,HUM090,Modern Poetry,Humanities,2.7
S0030,Sophomore,Fall_2022,SOC090,Public Policy,SocialSciences,3.0
S0030,Sophomore,Fall_2022,SOC030,Intro Psychology,SocialSciences,2.7
S0030,Sophomore,Spring_2023,HUM040,Philosophy,Humanities,3.3
S0030,Sophomore,Spring_2023,HUM060,Religious Studies,Humanities,3.0
S0030,Sophomore,Spring_2023,HUM100,Linguistics,Humanities,3.0
S0030,Sophomore,Spring_2023,HUM090,Modern Poetry,Humanities,3.3
S0030,Sophomore,Fall_2023,SCI090,Ecology,Sciences,3.0
S0030,Sophomore,Fall_2023,HUM040,Philosophy,Humanities,3.3
S0030,Sophomore,Fall_2023,HUM020,Creative Writing,Humanities,3.3
S0030,Sophomore,Fall_2023,HUM090,Modern Poetry,Humanities,3.7
S0030,Sophomore,Spring_2024,HUM060,Religious Studies,Humanities,3.0
S0030,Sophomore,Spring_2024,HUM050,Ethics,Humanities,2.7
S0030,Sophomore,Spring_2024,SCI060,Biochemistry,Sciences,3.3
S0030,Sophomore,Spring_2024,HUM010,English Literature,Humanities,3.3
S0031,Sophomore,Fall_2022,HUM070,Classical Mythology,Humanities,4.0
S0031,Sophomore,Fall_2022,HUM030,World History,Humanities,3.3
S0031,Sophomore,Fall_2022,SOC070,Anthropology,SocialSciences,4.0
S0031,Sophomore,Fall_2022,SCI070,Cell Biology,Sciences,2.7
S0031,Sophomore,Spring_2023,HUM020,Creative Writing,Humanities,4.0
S0031,Sophomore,Spring_2023,SOC030,Intro Psychology,SocialSciences,4.0
S0031,Sophomore,Spring_2023,CS090,Software Engineering,CS,4.0
S0031,Sophomore,Spring_2023,SCI030,Electromagnetism,Sciences,3.3
S0031,Sophomore,Fall_2023,ART040,Music Theory,Arts,4.0
S0031,Sophomore,Fall_2023,HUM010,English Literature,Humanities,3.7
S0031,Sophomore,Fall_2023,SCI100,Astronomy,Sciences,3.7
S0031,Sophomore,Fall_2023,HUM050,Ethics,Humanities,3.7
S0032,Sophomore,Fall_2022,SCI020,Mechanics,Sciences,3.3
S0032,Sophomore,Fall_2022,SCI070,Cell Biology,Sciences,3.3
S0032,Sophomore,Fall_2022,ART100,Graphic Design,Arts,3.3
S0032,Sophomore,Fall_2022,CS020,Data Structures,CS,3.0
S0032,Sophomore,Spring_2023,ART060,Photography,Arts,3.7
S0032,Sophomore,Spring_2023,SCI010,General Physics,Sciences,3.3
S0032,Sophomore,Spring_2023,SCI040,General Chemistry,Sciences,3.0
S0032,Sophomore,Spring_2023,SOC090,Public Policy,SocialSciences,3.7
S0032,Sophomore,Fall_2023,SOC070,Anthropology,SocialSciences,3.3
S0032,Sophomore,Fall_2023,HUM070,Classical Mythology,Humanities,4.0
S0032,Sophomore,Fall_2023,SOC040,Social Psychology,SocialSciences,3.3
S0032,Sophomore,Fall_2023,MATH060,Statistics,Math,3.0
S0032,Sophomore,Spring_2024,SCI010,General Physics,Sciences,3.3
S0032,Sophomore,Spring_2024,HUM080,American Literature,Humanities,3.7
S0032,Sophomore,Spring_2024,ART090,Modern Dance,Arts,3.3
S0032,Sophomore,Spring_2024,SCI070,Cell Biology,Sciences,3.7
S0033,Graduated,Fall_2022,HUM050,Ethics,Humanities,3.3
S0033,Graduated,Fall_2022,HUM090,Modern Poetry,Humanities,3.3
S0033,Graduated,Fall_2022,HUM040,Philosophy,Humanities,2.3
S0033,Graduated,Fall_2022,HUM030,World History,Humanities,2.0
S0033,Graduated,Spring_2023,CS090,Software Engineering,CS,2.3
S0033,Graduated,Spring_2023,HUM050,Ethics,Humanities,2.7
S0033,Graduated,Spring_2023,HUM020,Creative Writing,Humanities,3.3
S0033,Graduated,Spring_2023,ART050,History of Art,Arts,3.0
S0033,Graduated,Fall_2023,HUM100,Linguistics,Humanities,3.0
S0033,Graduated,Fall_2023,ART060,Photography,Arts,3.3
S0033,Graduated,Fall_2023,HUM060,Religious Studies,Humanities,2.7
S0033,Graduated,Fall_2023,HUM040,Philosophy,Humanities,3.3
S0033,Graduated,Spring_2024,SOC080,International Relations,SocialSciences,2.7
S0033,Graduated,Spring_2024,HUM080,American Literature,Humanities,2.7
S0033,Graduated,Spring_2024,SOC050,Sociology,SocialSciences,3.0
S0033,Graduated,Spring_2024,MATH040,Discrete Math,Math,2.3
S0033,Graduated,Fall_2024,HUM060,Religious Studies,Humanities,3.3
S0033,Graduated,Fall_2024,HUM020,Creative Writing,Humanities,3.3
S0033,Graduated,Fall_2024,HUM080,American Literature,Humanities,3.0
S0033,Graduated,Fall_2024,SCI010,General Physics,Sciences,2.7
S0033,Graduated,Spring_2025,HUM030,World History,Humanities,3.3
S0033,Graduated,Spring_2025,HUM090,Modern Poetry,Humanities,3.3
S0033,Graduated,Spring_2025,HUM080,American Literature,Humanities,3.3
S0033,Graduated,Spring_2025,MATH090,Number Theory,Math,2.3
S0033,Graduated,Fall_2025,HUM060,Religious Studies,Humanities,3.3
S0033,Graduated,Fall_2025,HUM080,American Literature,Humanities,3.3
S0033,Graduated,Fall_2025,SOC020,Macroeconomics,SocialSciences,3.3
S0033,Graduated,Fall_2025,SCI100,Astronomy,Sciences,3.0
S0033,Graduated,Spring_2026,HUM090,Modern Poetry,Humanities,3.7
S0033,Graduated,Spring_2026,CS040,Computer Systems,CS,2.3
S0033,Graduated,Spring_2026,ART040,Music Theory,Arts,2.7
S0033,Graduated,Spring_2026,ART030,Sculpture,Arts,2.3
S0034,Junior,Fall_2022,CS010,Intro to Programming,CS,3.3
S0034,Junior,Fall_2022,CS080,Computer Networks,CS,3.0
S0034,Junior,Fall_2022,CS100,Theory of Computation,CS,3.3
S0034,Junior,Fall_2022,ART100,Graphic Design,Arts,3.7
S0034,Junior,Spring_2023,CS010,Intro to Programming,CS,3.7
S0034,Junior,Spring_2023,CS050,Operating Systems,CS,2.7
S0034,Junior,Spring_2023,MATH090,Number Theory,Math,3.7
S0034,Junior,Spring_2023,CS070,Machine Learning,CS,3.7
S0034,Junior,Fall_2023,CS040,Computer Systems,CS,3.0
S0034,Junior,Fall_2023,MATH070,Real Analysis,Math,3.3
S0034,Junior,Fall_2023,MATH080,Differential Equations,Math,2.3
S0034,Junior,Fall_2023,CS060,Databases,CS,3.0
S0034,Junior,Spring_2024,CS020,Data Structures,CS,3.0
S0034,Junior,Spring_2024,ART050,History of Art,Arts,4.0
S0034,Junior,Spring_2024,CS030,Algorithms,CS,3.0
S0034,Junior,Spring_2024,CS070,Machine Learning,CS,3.0
S0034,Junior,Fall_2024,CS070,Machine Learning,CS,3.3
S0034,Junior,Fall_2024,SCI020,Mechanics,Sciences,3.3
S0034,Junior,Fall_2024,ART050,History of Art,Arts,3.7
S0034,Junior,Fall_2024,ART080,Theater Performance,Arts,4.0
S0035,Freshman,Fall_2022,MATH080,Differential Equations,Math,3.0
S0035,Freshman,Fall_2022,HUM070,Classical Mythology,Humanities,4.0
S0035,Freshman,Fall_2022,MATH020,Calculus II,Math,3.3
S0035,Freshman,Fall_2022,SCI010,General Physics,Sciences,3.7
S0035,Freshman,Spring_2023,ART100,Graphic Design,Arts,4.0
S0035,Freshman,Spring_2023,CS030,Algorithms,CS,3.0
S0035,Freshman,Spring_2023,HUM070,Classical Mythology,Humanities,3.3
S0035,Freshman,Spring_2023,SCI050,Organic Chemistry,Sciences,3.0
S0036,Graduated,Fall_2022,ART060,Photography,Arts,4.0
S0036,Graduated,Fall_2022,ART070,Film Studies,Arts,3.3
S0036,Graduated,Fall_2022,ART020,Painting,Arts,3.7
S0036,Graduated,Fall_2022,ART100,Graphic Design,Arts,3.3
S0036,Graduated,Spring_2023,ART080,Theater Performance,Arts,3.7
S0036,Graduated,Spring_2023,ART060,Photography,Arts,3.7
S0036,Graduated,Spring_2023,SCI050,Organic Chemistry,Sciences,3.0
S0036,Graduated,Spring_2023,ART100,Graphic Design,Arts,3.3
S0036,Graduated,Fall_2023,CS060,Databases,CS,4.0
S0036,Graduated,Fall_2023,ART070,Film Studies,Arts,4.0
S0036,Graduated,Fall_2023,SOC010,Microeconomics,SocialSciences,3.0
S0036,Graduated,Fall_2023,ART020,Painting,Arts,3.7
S0036,Graduated,Spring_2024,ART020,Painting,Arts,4.0
S0036,Graduated,Spring_2024,ART080,Theater Performance,Arts,4.0
S0036,Graduated,Spring_2024,HUM030,World History,Humanities,3.0
S0036,Graduated,Spring_2024,ART010,Drawing Fundamentals,Arts,3.3
S0036,Graduated,Fall_2024,CS010,Intro to Programming,CS,3.7
S0036,Graduated,Fall_2024,ART070,Film Studies,Arts,3.3
S0036,Graduated,Fall_2024,SOC070,Anthropology,SocialSciences,2.7
S0036,Graduated,Fall_2024,ART080,Theater Performance,Arts,3.7
S0036,Graduated,Spring_2025,ART050,History of Art,Arts,3.3
S0036,Graduated,Spring_2025,ART080,Theater Performance,Arts,4.0
S0036,Graduated,Spring_2025,ART030,Sculpture,Arts,3.0
S0036,Graduated,Spring_2025,ART070,Film Studies,Arts,4.0
S0036,Graduated,Fall_2025,HUM020,Creative Writing,Humanities,3.3
S0036,Graduated,Fall_2025,MATH030,Linear Algebra,Math,3.7
S0036,Graduated,Fall_2025,ART030,Sculpture,Arts,3.7
S0036,Graduated,Fall_2025,ART070,Film Studies,Arts,3.3
S0036,Graduated,Spring_2026,ART100,Graphic Design,Arts,4.0
S0036,Graduated,Spring_2026,ART060,Photography,Arts,3.7
S0036,Graduated,Spring_2026,SOC050,Sociology,SocialSciences,3.3
S0036,Graduated,Spring_2026,ART070,Film Studies,Arts,3.0
S0037,Junior,Fall_2022,SCI060,Biochemistry,Sciences,2.7
S0037,Junior,Fall_2022,SCI100,Astronomy,Sciences,3.0
S0037,Junior,Fall_2022,SCI090,Ecology,Sciences,3.0
S0037,Junior,Fall_2022,SCI080,Genetics,Sciences,3.0
S0037,Junior,Spring_2023,SCI070,Cell Biology,Sciences,2.0
S0037,Junior,Spring_2023,CS090,Software Engineering,CS,2.7
S0037,Junior,Spring_2023,MATH060,Statistics,Math,2.3
S0037,Junior,Spring_2023,SCI030,Electromagnetism,Sciences,3.7
S0037,Junior,Fall_2023,SCI070,Cell Biology,Sciences,3.3
S0037,Junior,Fall_2023,ART100,Graphic Design,Arts,3.0
S0037,Junior,Fall_2023,SOC050,Sociology,SocialSciences,2.7
S0037,Junior,Fall_2023,SCI010,General Physics,Sciences,3.3
S0037,Junior,Spring_2024,CS060,Databases,CS,2.7
S0037,Junior,Spring_2024,SCI040,General Chemistry,Sciences,3.7
S0037,Junior,Spring_2024,SCI030,Electromagnetism,Sciences,3.0
S0037,Junior,Spring_2024,SCI100,Astronomy,Sciences,2.7
S0037,Junior,Fall_2024,ART010,Drawing Fundamentals,Arts,2.7
S0037,Junior,Fall_2024,SCI010,General Physics,Sciences,2.3
S0037,Junior,Fall_2024,SCI040,General Chemistry,Sciences,2.7
